sku,raw_key,full_name,category,unit_cost,suggested_price,min_stock,reorder_qty,unit_profit,margin_pct,qty_sold,revenue,profit,avg_price,cum_revenue,cum_pct,abc_class,Category,Subcategory,CategoryConfidence
297,caneca_louca_ela_se_veste,Caneca Louca — Ela se veste,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
298,caneca_louca_filha,Caneca Louca — Filha,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
299,caneca_louca_filho,Caneca Louca — Filho,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
300,caneca_louca_flamengo,Caneca Louca — Flamengo,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
301,caneca_louca_homi_arretado_verde,Caneca Louca — Homi arretado verde,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
302,caneca_louca_homi_arretado_azul,Caneca Louca — Homi arretado azul,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
303,caneca_louca_homi_arretado_branco,Caneca Louca — Homi arretado branco,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
304,caneca_louca_irma,Caneca Louca — Irmã,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
305,caneca_louca_irmao,Caneca Louca — Irmão,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
306,caneca_louca_jacare_sax_desenho_meu,Caneca Louca — Jacaré sax desenho meu,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
307,caneca_louca_joao_pessoa_letreiro_tambau,Caneca Louca — João Pessoa letreiro tambaú,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
308,caneca_louca_love_cuscuz,Caneca Louca — Love cuscuz,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
309,caneca_louca_mae,Caneca Louca — Mãe,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
310,caneca_louca_maria_bonita_branca,Caneca Louca — Maria bonita branca,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
311,caneca_louca_meiga_que_nem_letras_coloridas,Caneca Louca — Meiga que nem letras coloridas,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
312,caneca_louca_mul_arretada_lilas,Caneca Louca — Mul arretada lilás,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
313,caneca_louca_mul_arretada_rosa,Caneca Louca — Mul arretada rosa,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
314,caneca_louca_mul_arretada_branca,Caneca Louca — Mul arretada branca,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
315,caneca_louca_nego,Caneca Louca — Nego,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
316,caneca_louca_nervosa_claro_que_nao,Caneca Louca — Nervosa claro que não,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
317,caneca_louca_neta,Caneca Louca — Neta,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
318,caneca_louca_neto,Caneca Louca — Neto,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
319,caneca_louca_nossa_senhora,Caneca Louca — Nossa Senhora,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
320,caneca_louca_oxente_achou_que_ia_te_esquecer_fundo_azul,Caneca Louca — Oxente achou que ia te esquecer — fundo azul,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
321,caneca_louca_oxente_faixa_cinza_esverdeada_estrelinhas,Caneca Louca — Oxente faixa cinza esverdeada estrelinhas,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
322,caneca_louca_oxente_preta_e_branca,Caneca Louca — Oxente preta e branca,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
323,caneca_louca_pai,Caneca Louca — Pai,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
324,caneca_louca_paraiba_linda_amarela,Caneca Louca — Paraíba linda amarela,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
325,caneca_louca_paraiba_linda_azul,Caneca Louca — Paraíba linda azul,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
326,caneca_louca_quando_a_gente_gosta_a_gente_cuida,Caneca Louca — Quando a gente gosta a gente cuida,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
327,caneca_louca_sao_francisco,Caneca Louca — São Francisco,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
328,caneca_louca_sobrinha,Caneca Louca — Sobrinha,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
329,caneca_louca_sobrinho,Caneca Louca — Sobrinho,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
330,caneca_louca_sossegue_o_facho_fundo_amarelo,Caneca Louca — Sossegue o facho fundo amarelo,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
331,caneca_louca_sossegue_o_facho_fundo_cinza,Caneca Louca — Sossegue o facho fundo cinza,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
332,caneca_louca_sou_eu_tao_meiga_boneca_infantil,Caneca Louca — Sou eu tão meiga boneca infantil,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
333,caneca_louca_te_amo_mais_que_cuscuz,Caneca Louca — Te amo mais que cuscuz,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
334,caneca_louca_te_amo_visse_marrom_chocolate,Caneca Louca — Te amo visse marrom chocolate,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
335,caneca_louca_tia,Caneca Louca — Tia,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
336,caneca_louca_tio,Caneca Louca — Tio,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
337,caneca_louca_tom_cafe_eu_vou_amarela_com_cacto_preto,Caneca Louca — Tom café eu vou amarela com cacto preto,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
338,caneca_louca_tu_a_manteiga,Caneca Louca — Tu a manteiga,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
339,caneca_louca_tu_vens_cinza,Caneca Louca — Tu vens cinza,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
340,caneca_louca_vovo,Caneca Louca — Vovó,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
341,caneca_louca_vovo,Caneca Louca — Vovô,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
342,caneca_louca_primo,Caneca Louca — Primo,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
343,caneca_louca_prima,Caneca Louca — Prima,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
344,caneca_louca_cunhada,Caneca Louca — Cunhada,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
345,caneca_louca_cunhado,Caneca Louca — Cunhado,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
346,caneca_louca_genro,Caneca Louca — Genro,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
347,caneca_louca_nora,Caneca Louca — Nora,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
348,caneca_louca_oxente_letras_coloridas_fundo_branco,Caneca Louca — Oxente letras coloridas fundo branco,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
349,caneca_louca_anda_cum_fe_letras_coloridas_fundo_branco,Caneca Louca — Anda cum fé letras coloridas fundo branco,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
350,caneca_louca_tu_me_aperreia_mas_eu_te_amo,Caneca Louca — Tu me aperreia mas eu te amo,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
351,caneca_louca_sogro,Caneca Louca — Sogro,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
352,caneca_louca_sogra,Caneca Louca — Sogra,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
353,caneca_louca_primo_2,Caneca Louca — Primo (2),Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
354,caneca_louca_prima_2,Caneca Louca — Prima (2),Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
355,caneca_louca_teu_cu,Caneca Louca — Teu cu,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
356,caneca_louca_oxe_eita_perainda,Caneca Louca — Oxe eita perainda,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
357,caneca_louca_cafe_bom_da_mulesta,Caneca Louca — Café bom da mulesta,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
358,caneca_louca_oxente_colorido,Caneca Louca — Oxente colorido,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
359,caneca_louca_mul_braba,Caneca Louca — Mul braba,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
360,caneca_louca_jacare_sax_desenho_novo,Caneca Louca — Jacaré sax desenho novo,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
361,caneca_louca_oxente_uma_fuleiragem,Caneca Louca — Oxente uma fuleiragem,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
362,caneca_louca_arretada_fundo_azul,Caneca Louca — Arretada fundo azul,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
363,caneca_louca_arretado,Caneca Louca — Arretado,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
364,caneca_louca_oxente_lembrei_de_vc_com_carinho,Caneca Louca — Oxente lembrei de vc com carinho,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
365,caneca_louca_arretado_demais,Caneca Louca — Arretado demais,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
366,caneca_louca_casal_arretado,Caneca Louca — Casal arretado,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
367,caneca_louca_a_fe_nao_costuma,Caneca Louca — A fé não costuma,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
368,caneca_louca_eita_massa,Caneca Louca — Eita massa,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
369,caneca_louca_nordeste_sol,Caneca Louca — Nordeste sol,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
370,caneca_louca_nordeste_sol_lugar_onde_o_sol_se_poe_primeiro,Caneca Louca — Nordeste sol — lugar onde o sol se põe primeiro,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
371,caneca_louca_joao_pessoa_2,Caneca Louca — João Pessoa (2),Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
372,caneca_louca_joao_pessoa,Caneca Louca — João Pessoa,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
373,caneca_louca_nao_me_aperreie,Caneca Louca — Não me aperreie,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
374,caneca_louca_anda_cum_fe_eu_vou_azul_marinho_com_mostarda,Caneca Louca — Anda cum fé eu vou azul marinho com mostarda,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
375,caneca_louca_boa_uma_vida_com_cuscuz,Caneca Louca — Boa uma vida com cuscuz,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
376,caneca_louca_sanfoneiro_joao_pessoa,Caneca Louca — Sanfoneiro João Pessoa,Canecas Loucas,14.5,35.0,10,20,20.5,58.57,0.0,0.0,0.0,35.0,0.0,0.0,C,Canecas Loucas,Canecas Loucas,manual
377,canga_estrela_do_mar_6,Canga — Estrela do Mar 6,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
378,canga_vista_se_de_si,Canga — Vista-se de Si,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
379,canga_coqueiros_18,Canga — Coqueiros 18,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
380,canga_eu_amo_nordeste,Canga — Eu Amo Nordeste,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
381,canga_se_avexe_nao,Canga — Se Avexe Não,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
382,canga_frases_1_para_hoje,Canga — Frases 1 (Para Hoje),Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
383,canga_oxente,Canga — Oxente,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
384,canga_oxente_quadrados,Canga — Oxente Quadrados,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
385,canga_confie,Canga — Confie,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
386,canga_a_vida_fica_melhor,Canga — A Vida Fica Melhor,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
387,canga_cactos_5,Canga — Cactos 5,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
388,canga_gatinhos,Canga — Gatinhos,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
389,canga_folhas_monsteira_1,Canga — Folhas Monsteira 1,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
390,canga_floral_90,Canga — Floral 90,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
391,canga_girias_nordestinas_cacto_verde,Canga — Gírias Nordestinas Cacto Verde,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
392,canga_flamingo_e_tucano,Canga — Flamingo e Tucano,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
393,canga_cordel_2_fundo_creme,Canga — Cordel 2 Fundo Creme,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
394,canga_vc_fica_linda_vestida,Canga — Vc Fica Linda Vestida,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
395,canga_nao_pare_ate_se_orgulhar_2,Canga — Não Pare Até Se Orgulhar 2,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
396,canga_cangaco_1_nao_sei_so_sei,Canga — Cangaço 1 — Não Sei Só Sei,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
397,canga_listras_onca_pink,Canga — Listras Onça Pink,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
398,canga_onca_tropical,Canga — Onça Tropical,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
399,canga_floral_114_i_love_paraiba,Canga — Floral 114 — I Love Paraíba,Cangas,9.5,31.0,20,30,21.5,69.35,0.0,0.0,0.0,31.0,0.0,0.0,C,Cangas,Cangas,manual
