Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Canga Elastano — San Andrés,00400,Cangas em Elastano,3.000,165.00,0.000,0.00,0.00,165.00,85.50,79.50,48.18%,0.00
Canga Elastano — Borboleta,00404,Cangas em Elastano,2.000,110.00,0.000,0.00,0.00,110.00,57.00,53.00,48.18%,0.00
Canga Algodão — Oxente,00431,Cangas em Algodão,4.000,160.00,0.000,0.00,0.00,160.00,60.00,100.00,62.50%,0.00
Canga Algodão — Instrumentos Musicais,00428,Cangas em Algodão,2.000,80.00,0.000,0.00,0.00,80.00,30.00,50.00,62.50%,0.00
Bolsinha 15,10021,Bolsas,3.000,45.00,0.000,0.00,0.00,45.00,18.00,27.00,60.00%,0.00
Bolsinha 20,10022,Bolsas,2.000,40.00,0.000,0.00,0.00,40.00,24.00,16.00,40.00%,0.00
Caneca Ágata 30,10029,Outros,3.000,90.00,0.000,0.00,0.00,90.00,45.00,45.00,50.00%,0.00
Chaveiro 5,10033,Outros,5.000,25.00,0.000,0.00,0.00,25.00,8.10,16.90,67.60%,0.00
Boneca,10032,Outros,1.000,30.00,0.000,0.00,0.00,30.00,17.25,12.75,42.50%,0.00
Color 60,10007,Roupas,2.000,120.00,0.000,0.00,0.00,120.00,45.00,75.00,62.50%,0.00
Regional infantil,10015,Roupas,3.000,135.00,0.000,0.00,0.00,135.00,66.00,69.00,51.11%,0.00
Oxe infantil,10011,Roupas,2.000,110.00,0.000,0.00,0.00,110.00,64.54,45.46,41.33%,0.00
Macaquinho,10009,Roupas,1.000,48.00,0.000,0.00,0.00,48.00,18.00,30.00,62.50%,0.00
Saída praia,10016,Roupas,2.000,130.00,0.000,0.00,0.00,130.00,78.44,51.56,39.66%,0.00
