Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Body,10003,Roupas,3.0,105.0,0.0,0.0,0.0,105.0,43.5,61.5,58.57%,0.0
Bolsa 55,10020,Bolsas,1.0,55.0,0.0,0.0,0.0,55.0,22.0,33.0,60.00%,0.0
Bolsa kit 125,10039,Bolsas,3.0,375.0,0.0,0.0,0.0,375.0,165.0,210.0,56.00%,0.0
Caneca louça,10030,Outros,4.0,140.0,0.0,0.0,0.0,140.0,58.0,82.0,58.57%,0.0
Caneca Ágata 20,10028,Outros,1.0,20.0,0.0,0.0,0.0,20.0,10.0,10.0,50.00%,0.0
Canga elastano,10005,Roupas,1.0,55.0,0.0,0.0,0.0,55.0,20.0,35.0,63.64%,0.0
Canga viscose,10006,Roupas,2.0,130.0,0.0,0.0,0.0,130.0,50.0,80.0,61.54%,0.0
Carteira alça,10023,Bolsas,10.0,150.0,0.0,0.0,0.0,150.0,50.0,100.0,66.67%,0.0
Chaveiro 5,10033,Outros,1.0,5.0,0.0,0.0,0.0,5.0,1.0,4.0,80.00%,0.0
Chaveiro ímã 10,10034,Outros,38.0,380.0,0.0,0.0,0.0,380.0,190.0,190.0,50.00%,0.0
Color 60,10007,Roupas,2.0,120.0,0.0,0.0,0.0,120.0,45.0,75.0,62.50%,0.0
Color XG 65,10008,Roupas,1.0,65.0,0.0,0.0,0.0,65.0,25.5,39.5,60.77%,0.0
Ecobag,10025,Bolsas,5.0,125.0,0.0,0.0,0.0,125.0,50.0,75.0,60.00%,0.0
Embalagem presente 5,10036,Outros,3.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.00%,0.0
Imã 15,10035,Outros,5.0,75.0,0.0,0.0,0.0,75.0,75.0,0.0,0.00%,0.0
Necessaire,10026,Bolsas,12.0,240.0,0.0,0.0,0.0,240.0,240.0,0.0,0.00%,0.0
Oxe conjunto,10012,Roupas,1.0,80.0,0.0,0.0,0.0,80.0,37.5,42.5,53.13%,0.0
Placa,10019,Outros,12.0,240.0,0.0,0.0,0.0,240.0,72.0,168.0,70.00%,0.0
Placa kit 100,10038,Outros,2.0,200.0,0.0,0.0,0.0,200.0,72.0,128.0,64.00%,0.0
Regional adulto,10014,Roupas,5.0,275.0,0.0,0.0,0.0,275.0,122.5,152.5,55.45%,0.0
Saída praia,10016,Roupas,2.0,130.0,0.0,0.0,0.0,130.0,58.6,71.4,54.92%,0.0
