Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Bata adulto,10000,Outros,14.0,840.0,0,0,0,840.0,364.0,476.0,,0
Bata infantil,10001,Outros,7.0,315.0,0,0,0,315.0,126.0,189.0,,0
Bata XG 65,10002,Outros,3.0,195.0,0,0,0,195.0,81.0,114.0,,0
Body,10003,Outros,41.0,1435.0,0,0,0,1435.0,594.5,840.5,,0
Body conjunto,10004,Outros,2.0,120.0,0,0,0,120.0,55.0,65.0,,0
Bolsa 55,10020,Outros,14.0,770.0,0,0,0,770.0,308.0,462.0,,0
Bolsa kit 125,10039,Outros,43.0,5375.0,0,0,0,5375.0,2365.0,3010.0,,0
Bolsinha 15,10021,Outros,10.0,150.0,0,0,0,150.0,60.0,90.0,,0
Bolsinha 20,10022,Outros,7.0,140.0,0,0,0,140.0,56.0,84.0,,0
Boneca,10032,Outros,15.0,450.0,0,0,0,450.0,195.0,255.0,,0
Boné,10031,Outros,2.0,120.0,0,0,0,120.0,56.0,64.0,,0
Caneca louça,10030,Outros,92.0,3220.0,0,0,0,3220.0,1334.0,1886.0,,0
Caneca Ágata 20,10028,Outros,75.0,1500.0,0,0,0,1500.0,750.0,750.0,,0
Caneca Ágata 30,10029,Outros,14.0,420.0,0,0,0,420.0,210.0,210.0,,0
Canga elastano,10005,Outros,64.0,3520.0,0,0,0,3520.0,1280.0,2240.0,,0
Canga viscose,10006,Outros,20.0,1300.0,0,0,0,1300.0,500.0,800.0,,0
Carteira alça,10023,Outros,80.0,1200.0,0,0,0,1200.0,400.0,800.0,,0
Chaveiro 5,10033,Outros,32.0,160.0,0,0,0,160.0,32.0,128.0,,0
Chaveiro ímã 10,10034,Outros,653.0,6530.0,0,0,0,6530.0,3265.0,3265.0,,0
Color 60,10007,Outros,39.0,2340.0,0,0,0,2340.0,877.5,1462.5,,0
Color XG 65,10008,Outros,9.0,585.0,0,0,0,585.0,229.5,355.5,,0
Ecobag,10025,Outros,92.0,2300.0,0,0,0,2300.0,920.0,1380.0,,0
Embalagem presente 10,10037,Outros,1.0,10.0,0,0,0,10.0,10.0,0.0,,0
Embalagem presente 5,10036,Outros,31.0,155.0,0,0,0,155.0,134.0,21.0,,0
Imã 15,10035,Outros,76.0,1140.0,0,0,0,1140.0,1020.0,120.0,,0
Macaquinho,10009,Outros,8.0,400.0,0,0,0,400.0,144.0,256.0,,0
Necessaire,10026,Outros,228.0,4560.0,0,0,0,4560.0,4092.0,468.0,,0
Oxe adulto,10010,Outros,7.0,420.0,0,0,0,420.0,181.65,238.35,,0
Oxe conjunto,10012,Outros,14.0,1120.0,0,0,0,1120.0,525.0,595.0,,0
Oxe infantil,10011,Outros,10.0,550.0,0,0,0,550.0,209.0,341.0,,0
Oxe XG,10013,Outros,1.0,65.0,0,0,0,65.0,31.9,33.1,,0
Placa,10019,Outros,266.0,5320.0,0,0,0,5320.0,1596.0,3724.0,,0
Placa kit 100,10038,Outros,57.0,5700.0,0,0,0,5700.0,2052.0,3648.0,,0
Porta lingerie,10027,Outros,16.0,400.0,0,0,0,400.0,136.0,264.0,,0
Regional adulto,10014,Outros,331.0,18205.0,0,0,0,18205.0,8109.5,10095.5,,0
Regional infantil,10015,Outros,32.0,1440.0,0,0,0,1440.0,704.0,736.0,,0
Saída praia,10016,Outros,20.0,1300.0,0,0,0,1300.0,586.0,714.0,,0
Sereia,10017,Outros,8.0,1440.0,0,0,0,1440.0,680.0,760.0,,0
Vestido algodão,10018,Outros,20.0,1200.0,0,0,0,1200.0,420.0,780.0,,0
