Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Bata infantil,10001,Roupas,2.0,80.0,0.0,0.0,0.0,80.0,80.0,0.0,0.00%,0.0
Bolsinha 15,10022,Bolsas,2.0,40.0,0.0,0.0,0.0,40.0,40.0,0.0,0.00%,0.0
Boneca,10032,Outros,2.0,60.0,0.0,0.0,0.0,60.0,60.0,0.0,0.00%,0.0
Caneca louça,10030,Outros,7.0,245.0,0.0,0.0,0.0,245.0,245.0,0.0,0.00%,0.0
Canga elastano,10005,Roupas,8.0,440.0,0.0,0.0,0.0,440.0,440.0,0.0,0.00%,0.0
Carteira alça,10023,Bolsas,6.0,90.0,0.0,0.0,0.0,90.0,90.0,0.0,0.00%,0.0
Chaveiro 5,10033,Outros,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.00%,0.0
Chaveiro ímã 10,10034,Outros,36.0,360.0,0.0,0.0,0.0,360.0,360.0,0.0,0.00%,0.0
Color 60,10007,Roupas,1.0,60.0,0.0,0.0,0.0,60.0,60.0,0.0,0.00%,0.0
Ecobag,10025,Bolsas,2.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.00%,0.0
Imã 15,10035,Outros,2.0,30.0,0.0,0.0,0.0,30.0,30.0,0.0,0.00%,0.0
Macaquinho,10009,Roupas,1.0,45.0,0.0,0.0,0.0,45.0,45.0,0.0,0.00%,0.0
Necessaire,10026,Bolsas,16.0,320.0,1.0,20.0,0.0,300.0,300.0,0.0,0.00%,0.0
Oxe conjunto,10012,Roupas,1.0,70.0,0.0,0.0,0.0,70.0,70.0,0.0,0.00%,0.0
Placa,10019,Outros,10.0,200.0,0.0,0.0,0.0,200.0,200.0,0.0,0.00%,0.0
Placa kit 100,10038,Outros,3.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,0.00%,0.0
Regional adulto,10014,Roupas,25.0,1375.0,0.0,0.0,0.0,1375.0,1375.0,0.0,0.00%,0.0
Regional infantil,10015,Roupas,1.0,45.0,0.0,0.0,0.0,45.0,45.0,0.0,0.00%,0.0
Sereia,10017,Roupas,1.0,180.0,0.0,0.0,0.0,180.0,180.0,0.0,0.00%,0.0
Vestido algodão,10018,Roupas,1.0,55.0,0.0,0.0,0.0,55.0,55.0,0.0,0.00%,0.0
