Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Bolsa 55,10020,Bolsas,2.000,110.00,0.000,0.00,0.00,110.00,44.00,66.00,60.00%,0.00
Bolsa kit 125,10039,Bolsas,3.000,375.00,0.000,0.00,0.00,375.00,165.00,210.00,56.00%,0.00
Bolsinha 15,10022,Bolsas,1.000,15.00,0.000,0.00,0.00,15.00,8.00,7.00,46.67%,0.00
Caneca louça,10030,Outros,4.000,140.00,0.000,0.00,70.00,70.00,58.00,12.00,17.14%,0.00
Canga elastano,10005,Roupas,4.000,220.00,0.000,0.00,110.00,110.00,80.00,30.00,27.27%,0.00
Carteira alça,10023,Bolsas,3.000,45.00,0.000,0.00,2.14,42.86,15.00,27.86,65.00%,0.00
Chaveiro 5,10033,Outros,1.000,5.00,0.000,0.00,0.00,5.00,1.00,4.00,80.00%,0.00
Chaveiro ímã 10,10034,Outros,10.000,100.00,0.000,0.00,0.00,100.00,50.00,50.00,50.00%,0.00
Ecobag,10025,Bolsas,3.000,75.00,0.000,0.00,0.00,75.00,30.00,45.00,60.00%,0.00
Macaquinho,10009,Roupas,1.000,50.00,0.000,0.00,0.00,50.00,18.00,32.00,64.00%,0.00
Necessaire,10026,Bolsas,10.000,200.00,0.000,0.00,62.86,137.14,80.00,57.14,41.67%,0.00
Oxe conjunto,10012,Roupas,1.000,80.00,0.000,0.00,0.00,80.00,37.50,42.50,53.13%,0.00
Placa,10019,Outros,6.000,120.00,0.000,0.00,0.00,120.00,36.00,84.00,70.00%,0.00
Regional adulto,10014,Roupas,9.000,495.00,0.000,0.00,0.00,495.00,220.50,274.50,55.45%,0.00
Regional infantil,10015,Roupas,4.000,180.00,0.000,0.00,0.00,180.00,88.00,92.00,51.11%,0.00
Saída praia,10016,Roupas,1.000,65.00,0.000,0.00,0.00,65.00,29.30,35.70,54.92%,0.00
