Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Body,10003,Roupas,6.0,210.0,0.0,0.0,0.0,210.0,87.0,123.0,58.57%,0.0
Bolsa kit 125,10039,Bolsas,2.0,250.0,0.0,0.0,0.0,250.0,110.0,140.0,56.00%,0.0
Bolsinha 12,10021,Bolsas,2.0,30.0,0.0,0.0,0.0,30.0,12.0,18.0,60.00%,0.0
Boneca,10032,Outros,1.0,30.0,0.0,0.0,0.0,30.0,13.0,17.0,56.67%,0.0
Caneca louça,10030,Outros,1.0,35.0,0.0,0.0,0.0,35.0,14.5,20.5,58.57%,0.0
Caneca Ágata 20,10028,Outros,11.0,220.0,0.0,0.0,0.0,220.0,110.0,110.0,50.00%,0.0
Caneca Ágata 30,10029,Outros,2.0,60.0,0.0,0.0,0.0,60.0,30.0,30.0,50.00%,0.0
Canga elastano,10005,Roupas,6.0,330.0,0.0,0.0,0.0,330.0,120.0,210.0,63.64%,0.0
Canga viscose,10006,Roupas,1.0,65.0,0.0,0.0,0.0,65.0,25.0,40.0,61.54%,0.0
Carteira alça,10023,Bolsas,9.0,135.0,0.0,0.0,0.0,135.0,45.0,90.0,66.67%,0.0
Chaveiro ímã 10,10034,Outros,33.0,330.0,0.0,0.0,0.0,330.0,165.0,165.0,50.00%,0.0
Color 60,10007,Roupas,3.0,180.0,0.0,0.0,0.0,180.0,67.5,112.5,62.50%,0.0
Ecobag,10025,Bolsas,7.0,175.0,0.0,0.0,0.0,175.0,70.0,105.0,60.00%,0.0
Embalagem presente 5,10036,Outros,2.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.00%,0.0
Imã 15,10035,Outros,9.0,135.0,0.0,0.0,0.0,135.0,135.0,0.0,0.00%,0.0
Necessaire,10026,Bolsas,5.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.00%,0.0
Oxe conjunto,10012,Roupas,1.0,80.0,0.0,0.0,0.0,80.0,37.5,42.5,53.13%,0.0
Oxe infantil,10011,Roupas,4.0,220.0,0.0,0.0,0.0,220.0,83.6,136.4,62.00%,0.0
Placa,10019,Outros,13.0,260.0,0.0,0.0,0.0,260.0,78.0,182.0,70.00%,0.0
Placa kit 100,10038,Outros,6.0,600.0,0.0,0.0,0.0,600.0,216.0,384.0,64.00%,0.0
Regional adulto,10014,Roupas,25.0,1375.0,0.0,0.0,0.0,1375.0,612.5,762.5,55.45%,0.0
Regional infantil,10015,Roupas,6.0,270.0,0.0,0.0,0.0,270.0,132.0,138.0,51.11%,0.0
Saída praia,10016,Roupas,2.0,130.0,0.0,0.0,0.0,130.0,58.6,71.4,54.92%,0.0
Vestido algodão,10018,Roupas,2.0,120.0,0.0,0.0,0.0,120.0,42.0,78.0,65.00%,0.0
