Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Canga Elastano — San Andrés,00400,Cangas em Elastano,3.000,165.00,0.000,0.00,0.00,165.00,85.50,79.50,48.18%,0.00
Canga Elastano — Borboleta,00404,Cangas em Elastano,2.000,110.00,0.000,0.00,0.00,110.00,57.00,53.00,48.18%,0.00
Canga Algodão — Instrumentos Musicais,00428,Cangas em Algodão,4.000,160.00,0.000,0.00,0.00,160.00,60.00,100.00,62.50%,0.00
Canga Algodão — Oxente,00431,Cangas em Algodão,2.000,80.00,0.000,0.00,0.00,80.00,30.00,50.00,62.50%,0.00
Necessaire,10026,Bolsas,3.000,59.85,0.000,0.00,0.00,59.85,24.00,35.85,59.90%,0.00
Ecobag,10025,Bolsas,5.000,125.00,0.000,0.00,0.00,125.00,50.00,75.00,60.00%,0.00
Placa,10019,Outros,4.000,80.00,0.000,0.00,0.00,80.00,24.00,56.00,70.00%,0.00
Caneca louça,10030,Outros,3.000,105.00,0.000,0.00,0.00,105.00,43.50,61.50,58.57%,0.00
Imã 15,10035,Outros,8.000,120.00,0.000,0.00,0.00,120.00,40.00,80.00,66.67%,0.00
Chaveiro ímã 10,10034,Outros,6.000,60.00,0.000,0.00,0.00,60.00,30.00,30.00,50.00%,0.00
Bata adulto,10000,Roupas,2.000,120.00,0.000,0.00,0.00,120.00,52.00,68.00,56.67%,0.00
Body,10003,Roupas,3.000,105.00,0.000,0.00,0.00,105.00,43.50,61.50,58.57%,0.00
Bolsa 55,10020,Bolsas,1.000,55.00,0.000,0.00,0.00,55.00,22.00,33.00,60.00%,0.00
Regional adulto,10014,Roupas,2.000,110.00,0.000,0.00,0.00,110.00,49.00,61.00,55.45%,0.00
