Item,SKU,Categoria,Itens vendidos,Vendas brutas,Itens reembolsados,Reembolsos,Descontos,Vendas líquidas,Custo das mercadorias,Lucro bruto,Margem,Impostos
Body,10003,Roupas,2.0,70.0,0.0,0.0,0.0,70.0,29.0,41.0,58.57%,0.0
Bolsa kit 125,10039,Bolsas,4.0,500.0,0.0,0.0,0.0,500.0,220.0,280.0,56.00%,0.0
Caneca louça,10030,Outros,4.0,140.0,0.0,0.0,0.0,140.0,58.0,82.0,58.57%,0.0
Caneca Ágata 20,10028,Outros,3.0,60.0,0.0,0.0,0.0,60.0,30.0,30.0,50.00%,0.0
Canga elastano,10005,Roupas,4.0,220.0,0.0,0.0,55.0,165.0,80.0,85.0,51.52%,0.0
Canga viscose,10006,Roupas,2.0,130.0,0.0,0.0,0.0,130.0,50.0,80.0,61.54%,0.0
Carteira alça,10023,Bolsas,3.0,45.0,0.0,0.0,0.0,45.0,15.0,30.0,66.67%,0.0
Chaveiro 5,10033,Outros,5.0,25.0,0.0,0.0,0.0,25.0,5.0,20.0,80.00%,0.0
Chaveiro ímã 10,10034,Outros,26.0,260.0,0.0,0.0,0.0,260.0,130.0,130.0,50.00%,0.0
Color 60,10007,Roupas,5.0,300.0,0.0,0.0,0.0,300.0,112.5,187.5,62.50%,0.0
Ecobag,10025,Bolsas,4.0,100.0,0.0,0.0,0.0,100.0,40.0,60.0,60.00%,0.0
Embalagem presente 5,10036,Outros,3.0,15.0,0.0,0.0,0.0,15.0,6.0,9.0,60.00%,0.0
Necessaire,10026,Bolsas,5.0,100.0,0.0,0.0,20.0,80.0,40.0,40.0,50.00%,0.0
Placa,10019,Outros,15.0,300.0,0.0,0.0,0.0,300.0,90.0,210.0,70.00%,0.0
Placa kit 100,10038,Outros,2.0,200.0,0.0,0.0,0.0,200.0,72.0,128.0,64.00%,0.0
Porta lingerie,10027,Bolsas,2.0,50.0,0.0,0.0,0.0,50.0,17.0,33.0,66.00%,0.0
Regional adulto,10014,Roupas,15.0,825.0,0.0,0.0,0.0,825.0,367.5,457.5,55.45%,0.0
Regional infantil,10015,Roupas,4.0,180.0,0.0,0.0,0.0,180.0,88.0,92.0,51.11%,0.0
Saída praia,10016,Roupas,1.0,65.0,0.0,0.0,65.0,0.0,29.3,-29.3,0.00%,0.0
